City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,mahibadhoo,3.7833,72.9667,27.41,74,96,3.99,MV,1735511735
83,buala,-8.145,159.5921,29.08,73,85,0.84,SB,1735511736
84,antalaha,-14.9003,50.2788,24.28,87,99,1.95,MG,1735511737
85,knyaze-volkonskoye,48.4642,135.4567,-25.81,100,89,1.11,RU,1735511739
86,isafjordur,66.0755,-23.124,-7.79,80,92,4.21,IS,1735511740
87,aasiaat,68.7098,-52.8699,-26.08,87,30,2.56,GL,1735511741
88,entre rios,-11.9419,-38.0844,24.36,78,78,3.49,BR,1735511742
89,pordic,48.5705,-2.8178,7.19,99,100,1.54,FR,1735511744
90,broken hill,-31.95,141.4333,26.25,22,2,3.98,AU,1735511745
91,puerto ayora,-0.7393,-90.3518,25.31,92,48,1.34,EC,1735511746
92,happy valley-goose bay,53.3168,-60.3315,-3.83,93,100,1.54,CA,1735511747
93,stewartville,43.8555,-92.4885,1.97,95,40,2.06,US,1735511749
94,kayangel,8.0823,134.7173,28.67,77,100,8.42,PW,1735511750
95,yurty,56.0498,97.6348,-6.62,86,100,3.93,RU,1735511751
96,port lincoln,-34.7333,135.8667,19.91,65,100,2.06,AU,1735511752
97,dongola,19.1667,30.4833,15.14,31,57,6.02,SD,1735511754
98,new plymouth,-39.0667,174.0833,18.9,77,46,5.96,NZ,1735511170
99,bethel,41.3712,-73.414,12.41,87,100,0.45,US,1735511756
100,sandnessjoen,66.0217,12.6316,1.06,86,75,2.57,NO,1735511758
101,carnarvon,-24.8667,113.6333,25.21,70,0,4.63,AU,1735511759
102,carboneras,37.0015,-1.9213,12.53,80,7,4.22,ES,1735511760
103,chernyshevsk,52.5243,117.0174,-27.17,100,90,0.97,RU,1735511762
104,praia,14.9215,-23.5087,24.3,69,0,5.66,CV,1735511764
105,morehead city,34.7229,-76.726,19.46,83,100,5.36,US,1735511766
106,petropavlovsk-kamchatsky,53.0452,158.6483,-14.67,72,0,1.0,RU,1735511767
107,port elizabeth,-33.918,25.5701,22.95,98,20,6.17,ZA,1735511768
108,paphos,34.7667,32.4167,9.57,100,40,3.09,CY,1735511770
109,anadyr,64.75,177.4833,-9.72,73,100,15.0,RU,1735511771
110,kone,-21.0595,164.8658,30.71,42,2,0.47,NC,1735511772
111,nova sintra,14.8667,-24.7167,25.39,77,1,6.12,CV,1735511773
112,susuman,62.7833,148.1667,-29.87,97,100,1.37,RU,1735511775
113,udachny,66.4167,112.4,-36.63,100,86,2.03,RU,1735511776
114,san antonio de pale,-1.4014,5.6325,27.09,76,97,1.62,GQ,1735511777
115,fale old settlement,-9.3852,-171.2468,28.65,66,24,3.05,TK,1735511779
116,muroto-misakicho,33.2833,134.15,8.75,58,97,3.8,JP,1735511780
117,saipan,15.1355,145.701,28.39,78,20,7.2,MP,1735511781
118,red chute,32.556,-93.6132,14.91,81,100,2.57,US,1735511782
119,laguna,38.421,-121.4238,17.81,74,75,8.23,US,1735511784
120,la'ie,21.6477,-157.9253,26.7,82,42,5.36,US,1735511785
121,yakeshi,49.2833,120.7333,-15.01,97,100,1.92,CN,1735511786
122,tiksi,71.6872,128.8694,-33.07,99,63,2.11,RU,1735511788
123,bagnan,22.9242,88.14,18.41,58,0,3.21,IN,1735511789
124,enewetak,11.3474,162.3373,27.2,78,32,9.38,MH,1735511790
125,aflou,34.1128,2.1023,1.67,72,10,3.46,DZ,1735511791
126,lycksele,64.5954,18.6735,-1.07,69,16,3.09,SE,1735511793
127,port mathurin,-19.6833,63.4167,25.4,74,89,7.52,MU,1735511795
128,faya-largeau,17.9257,19.1043,18.42,22,65,10.26,TD,1735511797
129,key west,24.5557,-81.7826,24.0,92,0,4.63,US,1735511798
130,pirallahi,40.4723,50.333,6.08,73,99,7.23,AZ,1735511799
131,tafuna,-14.3358,-170.72,29.97,70,75,0.51,AS,1735511800
132,port blair,11.6667,92.75,27.02,89,40,1.03,IN,1735511802
133,yelizovo,53.1873,158.3805,-13.92,72,0,1.0,RU,1735511803
134,huancavelica,-12.7667,-74.9833,6.27,76,97,2.11,PE,1735511804
135,colonia,50.9333,6.95,1.65,94,100,1.54,DE,1735511805
136,kolonia town,6.964,158.206,29.0,74,100,5.14,FM,1735511807
137,broome,42.2506,-75.833,14.65,85,100,6.17,US,1735511808
138,al majaridah,19.1236,41.9111,23.17,79,77,0.58,SA,1735511809
139,labrador city,52.9463,-66.9114,0.1,82,100,19.22,CA,1735511811
140,whitehorse,60.7161,-135.0538,-6.57,86,100,3.09,CA,1735511812
141,sao joao da barra,-21.6403,-41.0511,23.05,92,100,1.33,BR,1735511813
142,nabire,-3.3667,135.4833,26.12,82,100,0.77,ID,1735511815
143,khilok,51.3674,110.4676,-14.0,91,99,3.75,RU,1735511816
144,miyang,24.4042,103.4428,8.23,100,38,1.26,CN,1735511817
145,lucapa,-8.4192,20.7447,18.95,95,93,1.02,AO,1735511819
146,st. john's,47.5649,-52.7093,-0.02,92,100,0.89,CA,1735511820
147,salekhard,66.53,66.6019,-21.0,100,52,1.1,RU,1735511821
148,blankenberge,51.3131,3.1323,5.97,87,80,1.34,BE,1735511823
149,kirensk,57.7853,108.1119,-9.42,95,100,3.29,RU,1735511824
150,san luis,-33.295,-66.3356,25.43,49,38,6.3,AR,1735511825
151,olonkinbyen,70.9221,-8.7187,-10.34,62,100,11.9,SJ,1735511826
152,alotau,-10.3069,150.4462,29.22,71,100,1.35,PG,1735511828
153,longyearbyen,78.2186,15.6401,-14.09,56,20,6.17,SJ,1735511829
154,ormara,25.2088,64.6357,19.9,62,4,2.98,PK,1735511830
155,chibougamau,49.9168,-74.3659,0.79,100,100,2.06,CA,1735511832
156,kidal,18.4411,1.4078,21.16,14,89,4.02,ML,1735511833
157,uturoa,-16.7333,-151.4333,27.52,74,55,4.26,PF,1735511834
158,kansk,56.2017,95.7175,-9.32,94,100,2.37,RU,1735511836
159,parsabad,39.6482,47.9174,7.13,86,85,5.38,IR,1735511837
160,gamba,-2.65,10.0,25.43,89,100,2.47,GA,1735511838
161,keflavik,64.0049,-22.5624,-6.76,68,0,6.17,IS,1735511840
162,lihue,21.9789,-159.3672,25.77,67,100,7.72,US,1735511629
163,burutu,5.3509,5.5076,27.42,79,100,3.83,NG,1735511844
164,lompoc,34.6391,-120.4579,19.27,66,100,5.66,US,1735511775
165,albany,42.6001,-73.9662,10.23,97,100,2.7,US,1735511846
166,plakhtiyivka,46.1006,29.7217,0.13,88,10,1.14,UA,1735511850
167,inari,68.906,27.0288,-4.75,91,70,7.74,FI,1735511851
168,shalqar,47.8333,59.6,-2.76,92,100,3.49,KZ,1735511853
169,suva,-18.1416,178.4415,27.71,74,75,2.06,FJ,1735511854
170,chiaravalle,43.6027,13.3246,8.16,63,0,1.25,IT,1735511855
171,eyl,7.9803,49.8164,23.24,72,32,8.33,SO,1735511856
172,nishinoomote,30.7333,131.0,12.16,61,88,2.52,JP,1735511859
173,forster,-32.1667,152.5167,26.88,63,0,2.39,AU,1735511860
174,amga,60.8953,131.9608,-50.09,100,68,0.34,RU,1735511862
175,kavaratti,10.5669,72.642,27.23,78,15,3.84,IN,1735511863
176,kalmunai,7.4167,81.8167,24.12,92,94,3.51,LK,1735511864
177,mejit,10.2753,170.8646,27.28,72,100,9.02,MH,1735511866
178,katsuura,35.1333,140.3,7.19,50,51,4.01,JP,1735511867
179,sosua,19.7667,-70.5167,24.95,73,40,5.14,DO,1735511868
180,varadero,23.1536,-81.2514,25.42,80,100,2.21,CU,1735511870
181,aligudarz,33.4006,49.6949,-0.58,76,24,1.85,IR,1735511871
182,prince george,53.9166,-122.753,-0.31,93,100,1.03,CA,1735511872
183,ouadda,8.0777,22.4007,25.46,18,1,4.61,CF,1735511875
184,hermanus,-34.4187,19.2345,16.0,85,51,0.7,ZA,1735511876
185,codrington,-38.2667,141.9667,20.5,58,78,3.12,AU,1735511877
186,westport,41.1415,-73.3579,13.19,86,100,2.68,US,1735511800
187,belyy yar,53.6039,91.3903,-8.06,79,0,2.0,RU,1735511880
188,mount gambier,-37.8333,140.7667,20.53,59,89,2.58,AU,1735511881
189,papao,-17.75,-149.55,29.82,72,76,3.79,PF,1735511883
190,holguin,20.8872,-76.2631,24.72,73,75,4.12,CU,1735511884
191,wailua homesteads,22.0669,-159.378,25.44,73,100,7.72,US,1735511885
192,mount pearl,47.5166,-52.7813,-0.48,92,100,0.0,CA,1735511888
193,mount isa,-20.7333,139.5,29.87,17,16,4.63,AU,1735511889
194,dunedin,-45.8742,170.5036,14.81,79,100,5.48,NZ,1735511891
195,quellon,-43.1167,-73.6167,14.32,73,100,2.83,CL,1735511892
196,fort bragg,35.139,-79.006,15.46,94,75,7.2,US,1735511893
197,antofagasta,-23.65,-70.4,20.6,85,45,3.98,CL,1735511894
198,bamboo flat,11.7,92.7167,27.05,89,40,1.03,IN,1735511896
199,pacific grove,36.6177,-121.9166,15.06,94,100,3.6,US,1735511897
200,palikir - national government center,6.9248,158.1611,28.41,74,100,5.14,FM,1735511898
201,mandalgovi,45.7625,106.2708,-17.18,74,0,4.57,MN,1735511900
202,rikaze,29.25,88.8833,-5.19,43,0,0.39,CN,1735511901
203,queenstown,-31.8976,26.8753,20.06,84,58,1.32,ZA,1735511902
204,zeya,53.75,127.2667,-28.83,99,97,0.72,RU,1735511903
205,mizhou,35.9947,119.3975,-0.41,45,45,2.98,CN,1735511905
206,elamanchili,17.55,82.8667,20.05,76,0,0.97,IN,1735511906
207,macau,22.2006,113.5461,14.85,82,0,5.14,MO,1735511907
208,puerto baquerizo moreno,-0.9,-89.6,26.55,74,40,6.69,EC,1735511910
209,northam,51.0333,-4.2167,8.78,87,49,1.34,GB,1735511911
210,tolanaro,-25.0319,46.9987,26.04,89,20,8.23,MG,1735511912
211,mitu,1.1983,-70.1733,23.77,93,95,0.95,CO,1735511914
212,howard springs,-12.497,131.047,29.37,95,99,2.3,AU,1735511915
213,abbeville,50.1,1.8333,5.83,82,100,3.13,FR,1735511916
214,possneck,50.6936,11.5923,-1.41,75,19,1.67,DE,1735511918
215,naze,28.3667,129.4833,10.51,57,92,0.68,JP,1735511919
216,ganganagar,29.9167,73.8833,10.58,49,1,2.61,IN,1735511920
217,sitka,57.0531,-135.33,3.94,81,20,0.0,US,1735511870
218,hecelchakan,20.1667,-90.1333,27.91,64,100,2.27,MX,1735511923
219,newman,37.3138,-121.0208,16.13,87,92,2.24,US,1735511924
220,poronaysk,49.2167,143.1167,-25.24,99,100,2.06,RU,1735511925
221,nioki,-2.7167,17.6833,22.42,91,32,1.06,CD,1735511927
222,port hedland,-20.3167,118.5667,30.03,74,50,0.0,AU,1735511928
223,abancay,-13.6339,-72.8814,19.03,69,100,2.32,PE,1735511929
224,hasaki,35.7333,140.8333,6.98,39,78,1.63,JP,1735511930
225,lubumbashi,-11.6609,27.4794,19.09,89,98,1.59,CD,1735511932
226,bayganin,48.6947,55.8742,-2.71,93,100,1.65,KZ,1735511933
227,rawlins,41.7911,-107.2387,8.94,34,0,12.86,US,1735511934
228,al ghayzah,16.2079,52.176,20.77,70,6,1.67,YE,1735511936
229,ulsteinvik,62.3432,5.8487,2.95,75,99,3.58,NO,1735511937
230,argo,37.6333,22.7333,6.31,71,6,1.97,GR,1735511939
231,ta`u,-14.2336,-169.5144,28.49,67,62,2.95,AS,1735511941
232,la ronge,55.1001,-105.2842,-6.86,86,100,2.57,CA,1735511942
233,qamdo,31.1667,97.2333,-5.28,58,96,1.9,CN,1735511945
234,dong ha,16.8163,107.1003,17.72,91,100,0.87,VN,1735511946
235,ciudad lazaro cardenas,17.9583,-102.2,26.49,58,0,3.23,MX,1735511947
236,kyaukse,21.6,96.1333,18.31,76,0,1.27,MM,1735511949
237,luanda,-8.8368,13.2343,27.0,83,20,3.09,AO,1735511863
238,impfondo,1.6381,18.0667,24.77,63,31,0.79,CG,1735511951
239,vilyuysk,63.7553,121.6247,-37.64,99,98,1.65,RU,1735511952
240,turpan,42.9333,89.1667,-9.51,64,3,0.73,CN,1735511954
241,demyansk,57.643,32.466,3.26,94,100,4.33,RU,1735511955
242,talodi,10.6325,30.3797,23.78,23,4,3.94,SD,1735511956
243,christchurch,-43.5333,172.6333,15.53,89,75,8.23,NZ,1735511895
244,presidente epitacio,-21.7633,-52.1156,27.49,36,0,1.38,BR,1735511959
245,bardai,11.65,7.2333,18.54,25,79,4.27,NG,1735511960
246,puerto aysen,-45.4,-72.7,19.14,63,90,1.88,CL,1735511961
247,turkmenbasy,40.0222,52.9552,7.43,76,100,4.12,TM,1735511963
248,kayenta,36.7278,-110.2546,13.66,22,21,13.63,US,1735511964
249,zhezqazghan,47.7833,67.7667,-6.54,90,100,3.32,KZ,1735511965
250,princeville,45.7668,-61.2985,0.84,96,100,1.54,CA,1735511967
251,pimentel,-6.8367,-79.9342,23.16,73,0,8.75,PE,1735511968
252,benghazi,32.1167,20.0667,14.86,66,19,1.85,LY,1735511969
253,tomatlan,19.9333,-105.25,26.9,40,0,2.47,MX,1735511971
254,nouadhibou,20.931,-17.0347,19.42,63,74,5.83,MR,1735511972
255,miyako,39.6367,141.9525,-0.57,65,62,1.18,JP,1735511973
256,yarega,63.4354,53.5765,-4.42,90,100,5.0,RU,1735511930
257,deming,32.2687,-107.7586,21.94,17,0,4.63,US,1735511976
258,palmer,42.1584,-72.3287,5.85,80,100,1.54,US,1735511977
259,bontang,0.1333,117.5,25.62,87,95,2.99,ID,1735511978
260,kovaci,44.4492,18.205,1.12,92,2,2.09,BA,1735511980
261,pervomayskoye,43.919,46.7102,-0.64,71,40,2.9,RU,1735511981
262,klaksvik,62.2266,-6.589,0.31,62,100,9.99,FO,1735511982
263,krymsk,44.9293,37.9912,1.28,86,100,1.65,RU,1735511984
264,badger,64.8,-147.5333,-29.45,82,9,1.24,US,1735511985
265,batumi,41.6416,41.6359,5.99,87,0,4.63,GE,1735511986
266,sardarshahr,28.4333,74.4833,13.17,62,0,2.7,IN,1735511989
267,yuzhno-kurilsk,44.0306,145.8556,-4.34,65,100,9.65,RU,1735511990
268,port alfred,-33.5906,26.891,22.32,98,70,1.79,ZA,1735511992
269,lake albert,-35.1667,147.3833,24.36,57,0,0.89,AU,1735511993
270,vila franca do campo,37.7167,-25.4333,18.27,99,28,3.75,PT,1735511994
271,nar'yan-mar,67.6713,53.087,-2.59,92,100,8.68,RU,1735511821
272,saint-pierre,-21.3393,55.4781,25.82,73,0,1.03,RE,1735511997
273,misasi,-3.0,33.0833,19.07,77,38,0.92,TZ,1735511998
274,massenya,11.4039,16.1705,23.57,18,25,4.49,TD,1735511999
275,kingscliff,-28.2667,153.5667,27.19,73,69,5.66,AU,1735512001
276,borogontsy,62.6683,131.1683,-50.14,100,63,1.39,RU,1735512002
277,vorgashor,67.5833,63.95,-12.33,96,98,4.72,RU,1735512003
278,glen innes,-29.7333,151.7333,23.03,42,1,2.48,AU,1735512004
279,huarmey,-10.0681,-78.1522,22.17,78,100,3.9,PE,1735512006
280,menongue,-14.6585,17.691,17.22,96,88,1.46,AO,1735512007
281,riohacha,11.5444,-72.9072,29.06,74,0,4.12,CO,1735512008
282,tommot,58.9564,126.2925,-30.18,100,100,0.16,RU,1735512010
283,coahuayana de hidalgo,18.7,-103.6583,26.3,54,0,2.05,MX,1735512011
284,launceston,-41.45,147.1667,18.8,68,97,6.69,AU,1735512012
285,callao,-12.0667,-77.15,22.16,73,0,8.23,PE,1735512014
286,san isidro de curuguaty,-24.5167,-55.7,25.51,41,0,2.05,PY,1735512015
287,chhindwara,22.0667,78.9333,15.27,89,0,2.76,IN,1735512016
288,oranjemund,-28.55,16.4333,16.72,88,42,0.23,NA,1735512018
289,jaroslaw,50.0162,22.6778,-0.61,73,100,4.74,PL,1735512019
290,siuri,23.9167,87.5333,18.2,63,0,3.46,IN,1735512020
291,dwarka,22.2394,68.9678,19.4,50,0,5.47,IN,1735512021
292,camana,-16.6228,-72.7111,20.65,81,100,2.59,PE,1735512023
293,veracruz,19.3333,-96.6667,24.94,59,74,3.74,MX,1735512024
294,veinticinco de mayo,-35.4323,-60.1727,29.81,23,65,3.91,AR,1735512025
295,bhimunipatnam,17.8833,83.4333,21.47,73,0,0.89,IN,1735512027
296,zagora,30.3484,-5.8365,9.23,44,4,1.14,MA,1735512028
297,the pas,53.8251,-101.2541,-1.99,93,100,1.54,CA,1735512029
298,qaqortoq,60.7167,-46.0333,-16.12,61,0,3.06,GL,1735512031
299,svetlyy,54.675,20.1347,5.55,88,100,7.82,RU,1735512032
300,beylikova,39.6869,31.2056,4.71,91,100,1.66,TR,1735512033
301,selty,57.3132,52.1345,-7.74,96,100,3.41,RU,1735512034
302,zhangye,38.9342,100.4517,-13.76,75,96,2.07,CN,1735512036
303,hilo,19.7297,-155.09,26.17,75,20,3.6,US,1735512037
304,crane,31.3974,-102.3501,21.96,20,2,1.68,US,1735512038
305,ust'-barguzin,53.45,108.9833,-8.2,78,90,1.61,RU,1735512040
306,yanam,16.7333,82.2167,20.35,92,0,1.08,IN,1735512041
307,praia da vitoria,38.7333,-27.0667,16.14,82,20,5.47,PT,1735512042
308,san julian,21.0167,-102.1667,22.94,9,0,2.49,MX,1735512043
309,revda,56.801,59.9303,-10.58,95,100,3.0,RU,1735511962
310,independence,39.0911,-94.4155,12.44,57,0,3.6,US,1735512046
311,nema,57.5067,50.5011,-10.84,97,99,3.88,RU,1735512047
312,karratha,-20.7377,116.8463,31.44,58,93,1.53,AU,1735512049
313,axim,4.8699,-2.2405,26.79,86,27,2.93,GH,1735512050
314,tonj,7.2737,28.6822,27.53,24,77,2.49,SS,1735512051
315,akdepe,42.0551,59.3788,4.65,89,100,8.35,TM,1735512055
316,rengasdengklok,-6.1592,107.2981,26.4,74,100,3.67,ID,1735512057
317,kill devil hills,36.0307,-75.676,17.21,76,100,5.66,US,1735512058
318,usinsk,65.9939,57.5281,-5.63,95,98,8.78,RU,1735512059
319,arteche,12.2645,125.4048,25.78,92,100,3.94,PH,1735512061
320,collie,-33.3667,116.15,15.97,73,3,3.7,AU,1735512062
321,poteau,35.0537,-94.6236,17.88,59,0,1.54,US,1735512065
322,flin flon,54.7682,-101.865,-5.09,93,100,1.54,CA,1735512066
323,san luis de la loma,17.2706,-100.8939,26.78,60,1,2.76,MX,1735512067
324,gadzhiyevo,69.2551,33.3362,0.74,93,100,7.67,RU,1735512068
325,marsh harbour,26.5412,-77.0636,23.16,71,100,6.08,BS,1735512022
326,jamaame,0.0697,42.745,24.53,83,68,5.12,SO,1735512071
327,mizdah,31.4451,12.9801,8.44,86,4,1.14,LY,1735512072
328,horice,50.3661,15.6318,-3.78,73,46,0.61,CZ,1735512075
329,mpumalanga,-26.0,30.0,16.09,98,87,1.64,ZA,1735512076
330,arkhangel'sk,64.5401,40.5433,1.06,93,100,5.0,RU,1735512078
331,rajaldesar,28.0333,74.4667,12.8,62,0,2.72,IN,1735512079
332,katsuren-haebaru,26.3369,127.8719,17.01,65,100,0.0,JP,1735512080
333,portland,45.5234,-122.6762,11.2,82,75,4.63,US,1735511679
334,kentville,45.0835,-64.4988,3.32,99,100,1.03,CA,1735512083
335,prince rupert,54.3161,-130.3201,5.05,91,100,4.12,CA,1735512084
336,tonekabon,36.8163,50.8738,11.89,97,100,4.04,IR,1735512085
337,brookings,44.3114,-96.7984,7.32,79,18,2.29,US,1735512087
338,wenling,28.3669,121.36,8.13,73,65,1.55,CN,1735512088
339,ebon,4.582,168.6964,28.18,70,47,8.46,MH,1735512089
340,fuli,46.7217,131.1394,-15.32,89,100,0.65,CN,1735512090
341,tamandare,-8.7597,-35.1047,25.66,74,20,3.64,BR,1735512092
342,galesong,-5.3166,119.3661,26.28,81,100,2.23,ID,1735512093
343,murghob,38.1702,73.9667,-24.66,66,63,1.77,TJ,1735512094
344,road town,18.4167,-64.6167,25.02,57,20,5.66,VG,1735512096
345,belmonte,-15.8631,-38.8828,26.17,80,64,4.93,BR,1735512097
346,perryton,36.4,-100.8027,16.96,31,0,3.09,US,1735512098
347,nyurba,63.2842,118.3319,-36.42,100,100,1.26,RU,1735512099
348,tofol,5.3248,163.0078,28.61,73,92,9.97,FM,1735512101
349,sompeta,18.9333,84.6,21.49,69,0,0.81,IN,1735512102
350,lethem,3.3803,-59.7968,29.48,55,70,5.4,GY,1735512105
351,cockburn town,21.4612,-71.1419,24.51,63,100,7.44,TC,1735512106
352,north bay,46.3168,-79.4663,4.01,100,100,5.14,CA,1735512107
353,djambala,-2.5447,14.7533,21.84,79,63,1.59,CG,1735512108
354,semnan,35.5729,53.3971,4.16,51,0,2.5,IR,1735512110
355,belo sur tsiribihina,-19.7,44.55,24.11,93,63,1.53,MG,1735512111
356,pangoa,-12.1167,-73.0,24.1,80,99,0.75,PE,1735512112
357,gazli,40.1333,63.45,5.46,84,66,3.93,UZ,1735512113
358,speedway,39.8023,-86.2672,5.64,91,100,10.29,US,1735512115
359,magistral'nyy,56.1725,107.4458,-11.47,94,99,2.63,RU,1735512116
360,shambu,9.5667,37.1,10.99,45,32,0.61,ET,1735512117
361,puerto cabezas,14.0351,-83.3888,27.98,94,40,2.06,NI,1735512118
362,brejo,-3.6844,-42.7503,25.02,86,77,2.41,BR,1735512120
363,ugoofaaru,5.6667,73.0,27.52,75,32,3.51,MV,1735512121
364,dzuunharaa,48.8523,106.4579,-20.33,97,42,2.33,MN,1735512122
365,grand gaube,-20.0064,57.6608,24.65,90,11,6.31,MU,1735512123
